route_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
600-446,600,"Caloundra - Maroochydore via Mooloolaba",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/600,71BF5B,000000
602-446,602,"Caloundra - Maroochydore via Mountain Creek",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/602,71BF5B,000000
603-446,603,"Bellvista - Corbould Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/603,71BF5B,000000
605-446,605,"Caloundra - Landsborough",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/605,71BF5B,000000
607-446,607,"Caloundra - University via Kawana",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/607,71BF5B,000000
609-446,609,"Pelican Waters - Caloundra",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/609,71BF5B,000000
610-446,610,"Nambour - Maroochydore via Kunda Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/610,71BF5B,000000
612-446,612,"Nambour - Maroochydore via Bli Bli",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/612,71BF5B,000000
614-446,614,"Kawana - Maroochydore via Mountain Creek",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/614,71BF5B,000000
615-446,615,"Maroochydore - Landsborough via University",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/615,71BF5B,000000
616-446,616,"Maroochydore - University via Alexandra Headland",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/616,71BF5B,000000
617-446,617,"Maroochydore - Sippy Downs via University",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/617,71BF5B,000000
618-446,618,"Sippy Downs - Kawana via University",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/618,71BF5B,000000
619-446,619,"Kawana - Maroochydore via Alexandra Headland",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/619,71BF5B,000000
620-446,620,"Noosa Heads - Maroochydore via Peregian Beach",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/620,71BF5B,000000
622-446,622,"Maroochydore - Noosa Junction via Airport, Coolum",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/622,71BF5B,000000
626-446,626,"Tewantin - Sunrise Beach via Noosa Heads",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/626,71BF5B,000000
627-446,627,"Tewantin - Sunshine Beach via Noosa Heads",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/627,71BF5B,000000
628-446,628,"Parklands - Noosa Junction via Noosa Civic",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/628,71BF5B,000000
629-446,629,"Tewantin - Noosa Junction via Noosa Civic",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/629,71BF5B,000000
630-446,630,"Noosa - Nambour via Eumundi",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/630,71BF5B,000000
631-446,631,"Noosa - Nambour via Eumundi & Cooroy",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/631,71BF5B,000000
632-446,632,"Noosa - Cooran via Cooroy and Pomona",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/632,71BF5B,000000
636-446,636,"Nambour - University via Buderim",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/636,71BF5B,000000
639-446,639,"Nambour area Local Service (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/639,71BF5B,000000
640-398,640,"Bribie Island - Caboolture",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/640,71BF5B,000000
641-398,641,"Banksia Beach - Bongaree",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/641,71BF5B,000000
642-398,642,"Bellara - Bongaree",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/642,71BF5B,000000
643-398,643,"Bribie Island - Caboolture",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/643,71BF5B,000000
644-398,644,"Sandstone Point - Bribie Island Park 'n' Ride",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/644,71BF5B,000000
649-569,649,"Caboolture Station - Nambour Station (Rail Bus)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/649,71BF5B,000000
651-570,651,"North West Caboolture - Morayfield Station (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/651,71BF5B,000000
652-570,652,"Caboolture Station - Beachmere (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/652,71BF5B,000000
653-570,653,"Caboolture Station - Morayfield Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/653,71BF5B,000000
654-570,654,"Morayfield Station - Caboolture Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/654,71BF5B,000000
655-570,655,"Caboolture Station - Hospital-TAFE-QUT (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/655,71BF5B,000000
656-570,656,"Morayfield Station - Upper Caboolture (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/656,71BF5B,000000
657-570,657,"Caboolture Station - Caboolture North (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/657,71BF5B,000000
660-569,660,"Caboolture Station - Redcliffe",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/660,71BF5B,000000
663-569,663,"Narangba Local Service (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/663,71BF5B,000000
664-569,664,"Burpengary Local Service (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/664,71BF5B,000000
665-569,665,"Deception Bay Shops Local Service (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/665,71BF5B,000000
667-569,667,"Morayfield Local Service (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/667,71BF5B,000000
668-569,668,"Deception Bay - Narangba Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/668,71BF5B,000000
669-642,669,"Warner - Strathpine Shopping Centre via Lawnton",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/669,71BF5B,000000
670-642,670,"Strathpine Shopping Centre - Warner",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/670,71BF5B,000000
671-642,671,"Strathpine Shopping Centre - Warner via Bray Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/671,71BF5B,000000
672-642,672,"Strathpine Shopping Centre - Warner Lakes",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/672,71BF5B,000000
673-642,673,"Joyner - Strathpine Shopping Centre",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/673,71BF5B,000000
674-642,674,"Warner - Strathpine Shopping Centre",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/674,71BF5B,000000
675-642,675,"Petrie Station - Murrumba Downs (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/675,71BF5B,000000
676-642,676,"Petrie Station - Murrumba Downs",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/676,71BF5B,000000
677-642,677,"Griffin Heights - Petrie Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/677,71BF5B,000000
679-642,679,"Murrumba Downs - North Lakes",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/679,71BF5B,000000
680-491,680,"Redcliffe - Chermside via North Lakes & Petrie",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/680,71BF5B,000000
680-659,680,"Redcliffe - Chermside via North Lakes & Petrie",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/680,71BF5B,000000
681-491,681,"Mango Hill - Petrie Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/681,71BF5B,000000
681-659,681,"Mango Hill - Petrie Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/681,71BF5B,000000
682-491,682,"North Lakes - Mango Hill (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/682,71BF5B,000000
682-659,682,"North Lakes - Mango Hill (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/682,71BF5B,000000
683-491,683,"Kallangur - Petrie Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/683,71BF5B,000000
683-659,683,"Kallangur - Petrie Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/683,71BF5B,000000
684-491,684,"North Lakes - Kallangur (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/684,71BF5B,000000
684-659,684,"North Lakes - Kallangur (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/684,71BF5B,000000
685-491,685,"Petrie Station - Kallangur (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/685,71BF5B,000000
685-659,685,"Petrie Station - Kallangur (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/685,71BF5B,000000
686-491,686,"French's Forest - Petrie Station (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/686,71BF5B,000000
686-659,686,"French's Forest - Petrie Station (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/686,71BF5B,000000
687-491,687,"North Lakes - Petrie Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/687,71BF5B,000000
687-659,687,"North Lakes - Petrie Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/687,71BF5B,000000
688-491,688,"North Lakes via Endeavour Bvd (Clockwise Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/688,71BF5B,000000
688-659,688,"North Lakes via Endeavour Bvd (Clockwise Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/688,71BF5B,000000
689-491,689,"North Lakes via Discovery Dr (Anti-Clockwise Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/689,71BF5B,000000
689-659,689,"North Lakes via Discovery Dr (Anti-Clockwise Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/689,71BF5B,000000
690-491,690,"Redcliffe - Sandgate",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/690,71BF5B,000000
690-659,690,"Redcliffe - Sandgate",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/690,71BF5B,000000
693-491,693,"Redcliffe - Kippa-Ring via Woody Point",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/693,71BF5B,000000
693-659,693,"Redcliffe - Kippa-Ring via Woody Point",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/693,71BF5B,000000
694-491,694,"Kippa-Ring - Redcliffe via Woody Point",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/694,71BF5B,000000
694-659,694,"Kippa-Ring - Redcliffe via Woody Point",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/694,71BF5B,000000
695-491,695,"Rothwell - Sandgate",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/695,71BF5B,000000
695-659,695,"Rothwell - Sandgate",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/695,71BF5B,000000
696-491,696,"Kippa-Ring - Margate (Clockwise Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/696,71BF5B,000000
696-659,696,"Kippa-Ring - Margate (Clockwise Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/696,71BF5B,000000
697-491,697,"Kippa-Ring - Margate (Anti-Clockwise Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/697,71BF5B,000000
697-659,697,"Kippa-Ring - Margate (Anti-Clockwise Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/697,71BF5B,000000
698-491,698,"Kippa-Ring - Redcliffe via Scarborough",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/698,71BF5B,000000
698-659,698,"Kippa-Ring - Redcliffe via Scarborough",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/698,71BF5B,000000
699-491,699,"Redcliffe - Kippa-Ring via Scarborough",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/699,71BF5B,000000
699-659,699,"Redcliffe - Kippa-Ring via Scarborough",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/699,71BF5B,000000
700-647,700,"Tweed Heads - Broadbeach via Burleigh Heads",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/700,71BF5B,000000
704-647,704,"Seaworld-Main Beach - Helensvale via Harbour Town",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/704,71BF5B,000000
705-647,705,"Broadbeach - Seaworld-Main Beach via Surfers",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/705,71BF5B,000000
709-647,709,"Uni-Hospital - Helensvale via Harbour Town",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/709,71BF5B,000000
710-647,710,"Uni-Hospital - Helensvale via Parkwood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/710,71BF5B,000000
711-647,711,"Sanctuary Cove - Southport via Runaway Bay",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/711,71BF5B,000000
712-647,712,"Southport - Coombabah via Harbour Town",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/712,71BF5B,000000
713-647,713,"Paradise Point - Southport via Harbour Town",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/713,71BF5B,000000
714-647,714,"Uni-Hospital - Helensvale via Pacific Pines",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/714,71BF5B,000000
715-647,715,"Southport - Helensvale via Arundel, Pacific Pines",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/715,71BF5B,000000
716-647,716,"Studio Village - Helensvale Station (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/716,71BF5B,000000
717-647,717,"Pacific Pines - Helensvale Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/717,71BF5B,000000
718-647,718,"Santa Barbara - Helensvale via Oyster Cove",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/718,71BF5B,000000
719-647,719,"Paradise Point - Southport via Uni-Hospital",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/719,71BF5B,000000
720-647,720,"Coomera - Helensvale via Theme Parks",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/720,71BF5B,000000
721-647,721,"Coomera - Ormeau via Coomera Springs, Pimpama",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/721,71BF5B,000000
722-647,722,"Coomera - Ormeau via Coomera Rivers, Pimpama",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/722,71BF5B,000000
723-647,723,"Coomera - Helensvale via Oxenford",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/723,71BF5B,000000
725-647,725,"Coomera - Helensvale via Upper Coomera",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/725,71BF5B,000000
726-647,726,"Coomera - Coomera Waters",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/726,71BF5B,000000
727-647,727,"Coomera - Helensvale via Upper Coomera",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/727,71BF5B,000000
728-647,728,"Beenleigh - Ormeau via Yatala, Jacobs Ridge",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/728,71BF5B,000000
729-647,729,"Beenleigh - Ormeau via Yatala, Ormeau Hills",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/729,71BF5B,000000
731-647,731,"Broadbeach - Southport via Isle Capri",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/731,71BF5B,000000
735-647,735,"Southport - Nerang Station via Ashmore",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/735,71BF5B,000000
736-647,736,"Broadbeach - Nerang via Highland Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/736,71BF5B,000000
737-647,737,"Ashmore - Southport via Southport Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/737,71BF5B,000000
738-647,738,"Broadbeach - Uni-Hospital via Ashmore",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/738,71BF5B,000000
739-647,739,"Uni-Hospital - Nerang via Ashmore",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/739,71BF5B,000000
740-647,740,"Surfers Paradise - Nerang via Ashmore",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/740,71BF5B,000000
741-647,741,"Broadbeach - Southport via Ashmore, Keebra Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/741,71BF5B,000000
742-647,742,"Molendinar - Southport via Ashmore",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/742,71BF5B,000000
743-647,743,"Broadbeach - Nerang via Carrara",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/743,71BF5B,000000
744-647,744,"Broadbeach - Nerang via Highland Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/744,71BF5B,000000
745-647,745,"Broadbeach - Nerang Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/745,71BF5B,000000
746-647,746,"Nerang West - Nerang Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/746,71BF5B,000000
747-647,747,"Southport - Robina via Bundall",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/747,71BF5B,000000
748-647,748,"Nerang - Robina via Gilston,Worongary, Mudgeeraba",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/748,71BF5B,000000
749-647,749,"Clearwater - Nerang Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/749,71BF5B,000000
750-647,750,"Robina - Broadbeach via Bond University",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/750,71BF5B,000000
751-647,751,"Broadbeach - Robina via Mermaid Waters",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/751,71BF5B,000000
752-647,752,"Broadbeach South station - Robina via Robina Wood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/752,71BF5B,000000
753-647,753,"Broadbeach - Burleigh Hds via Robina, Varsity Lks",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/753,71BF5B,000000
754-647,754,"Broadbeach - Burleigh Heads via Mermaid Waters",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/754,71BF5B,000000
755-647,755,"Broadbeach - Robina via Merrimac",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/755,71BF5B,000000
756-647,756,"Broadbeach - West Burleigh via Miami",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/756,71BF5B,000000
757-647,757,"Reedy Creek - Burleigh Heads via Varsity Lakes",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/757,71BF5B,000000
758-647,758,"Merrimac - Robina via Mudgeeraba",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/758,71BF5B,000000
759-647,759,"Robina - Reedy Creek via Varsity Lakes Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/759,71BF5B,000000
760-647,760,"Tweed Heads - Robina via Airport, Varsity Lakes",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/760,71BF5B,000000
763-647,763,"Lakewoods - The Pines via Elanora",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/763,71BF5B,000000
764-647,764,"Burleigh Heads - Currumbin Park via The Pines",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/764,71BF5B,000000
765-647,765,"The Pines - Robina via Burleigh Heads",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/765,71BF5B,000000
766-647,766,"Currumbin Waters - The Pines",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/766,71BF5B,000000
767-647,767,"Tugun - The Pines via Currumbin",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/767,71BF5B,000000
768-647,768,"Tweed Heads - The Pines via John Flynn Hospital",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/768,71BF5B,000000
777-647,777,"Airport - Broadbeach South via Burleigh Heads",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/777,71BF5B,000000
9999-570,9999,"Toorbul - Donnybrook (Shopper Service)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/9999,71BF5B,000000
BDBN-665,BDBN,"Airport line - Beenleigh line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDBR-665,BDBR,"Airport line - Brisbane City",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDVL-564,BDVL,"Airport line - Varsity Lakes line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDVL-665,BDVL,"Airport line - Varsity Lakes line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BNBD-665,BNBD,"Beenleigh line - Airport line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBR-564,BNBR,"Beenleigh line - Brisbane City",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBR-665,BNBR,"Beenleigh line - Brisbane City",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNDB-665,BNDB,"Beenleigh line - Doomben line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-564,BNFG,"Beenleigh line - Ferny Grove line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-665,BNFG,"Beenleigh line - Ferny Grove line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BRBD-564,BRBD,"Brisbane City - Airport line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BRBD-665,BRBD,"Brisbane City - Airport line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BRBN-564,BRBN,"Brisbane City - Beenleigh line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BRBN-665,BRBN,"Brisbane City - Beenleigh line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BRCA-564,BRCA,"Brisbane City - Caboolture line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,00871C,FFFFFF
BRCA-665,BRCA,"Brisbane City - Caboolture line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,00871C,FFFFFF
BRCL-564,BRCL,"Brisbane City - Cleveland line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
BRCL-665,BRCL,"Brisbane City - Cleveland line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
BRDB-665,BRDB,"Brisbane City - Doomben line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/doomben-line,A54399,FFFFFF
BRFG-564,BRFG,"Brisbane City - Ferny Grove line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/ferny-grove-line,E31837,FFFFFF
BRFG-665,BRFG,"Brisbane City - Ferny Grove line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/ferny-grove-line,E31837,FFFFFF
BRGY-564,BRGY,"Brisbane City - Gympie North line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/sunshine-coast-line,00871C,FFFFFF
BRGY-665,BRGY,"Brisbane City - Gympie North line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/sunshine-coast-line,00871C,FFFFFF
BRIP-564,BRIP,"Brisbane City - Ipswich line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/ipswich-rosewood-line,00871C,FFFFFF
BRIP-665,BRIP,"Brisbane City - Ipswich line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/ipswich-rosewood-line,00871C,FFFFFF
BRNA-564,BRNA,"Brisbane City - Nambour line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/sunshine-coast-line,00871C,FFFFFF
BRNA-665,BRNA,"Brisbane City - Nambour line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/sunshine-coast-line,00871C,FFFFFF
BRRW-665,BRRW,"Brisbane City - Rosewood line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/ipswich-rosewood-line,00871C,FFFFFF
BRSH-564,BRSH,"Brisbane City - Shorncliffe line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/shorncliffe-line,00467F,FFFFFF
BRSH-665,BRSH,"Brisbane City - Shorncliffe line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/shorncliffe-line,00467F,FFFFFF
BRSP-564,BRSP,"Brisbane City - Springfield line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/springfield-line,1578BE,FFFFFF
BRSP-665,BRSP,"Brisbane City - Springfield line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/springfield-line,1578BE,FFFFFF
BRVL-564,BRVL,"Brisbane City - Varsity Lakes line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/gold-coast-line,FFC425,000000
BRVL-665,BRVL,"Brisbane City - Varsity Lakes line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/gold-coast-line,FFC425,000000
CABR-665,CABR,"Caboolture line - Brisbane City",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,00871C,FFFFFF
CACL-665,CACL,"Caboolture line - Cleveland line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,00871C,FFFFFF
CAIP-564,CAIP,"Caboolture line - Ipswich line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,00871C,FFFFFF
CAIP-665,CAIP,"Caboolture line - Ipswich line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,00871C,FFFFFF
CANA-564,CANA,"Caboolture line - Nambour line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,00871C,FFFFFF
CANA-665,CANA,"Caboolture line - Nambour line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,00871C,FFFFFF
CARW-564,CARW,"Caboolture line - Rosewood line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,00871C,FFFFFF
CARW-665,CARW,"Caboolture line - Rosewood line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,00871C,FFFFFF
CASP-665,CASP,"Caboolture line - Springfield line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/caboolture-line,00871C,FFFFFF
CLBR-564,CLBR,"Cleveland line - Brisbane City",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLBR-665,CLBR,"Cleveland line - Brisbane City",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLCA-665,CLCA,"Cleveland line - Caboolture line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLDB-665,CLDB,"Cleveland line - Doomben line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLSH-564,CLSH,"Cleveland line - Shorncliffe line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
CLSH-665,CLSH,"Cleveland line - Shorncliffe line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/cleveland-line,00467F,FFFFFF
DBBN-665,DBBN,"Doomben line - Beenleigh line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/doomben-line,A54399,FFFFFF
DBBR-665,DBBR,"Doomben line - Brisbane City",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/doomben-line,A54399,FFFFFF
DBCL-665,DBCL,"Doomben line - Cleveland line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/doomben-line,A54399,FFFFFF
FGBN-564,FGBN,"Ferny Grove line - Beenleigh line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/ferny-grove-line,E31837,FFFFFF
FGBN-665,FGBN,"Ferny Grove line - Beenleigh line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/ferny-grove-line,E31837,FFFFFF
FGBR-564,FGBR,"Ferny Grove line - Brisbane City",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/ferny-grove-line,E31837,FFFFFF
